"propType","player","position","team","opponent","start","line","sideOneType","sideOneOdds","sideOneValue","sideOneCash","sideOneTickets","sideTwoType","sideTwoOdds","sideTwoValue","sideTwoCash","sideTwoTickets"
"recv_rec","A. Pierce","WR","IND","PIT","2022-11-29T01:15:00Z","3.5","over","147","undefined","null","null","under","-197","undefined","null","null"
"recv_yd","A. Pierce","WR","IND","PIT","2022-11-29T01:15:00Z","35.5","over","-110","undefined","null","null","under","-122","undefined","null","null"
"recv_rec","J. Taylor","RB","IND","PIT","2022-11-29T01:15:00Z","2.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"recv_yd","J. Taylor","RB","IND","PIT","2022-11-29T01:15:00Z","13.5","over","-122","undefined","null","null","under","-111","undefined","null","null"
"rush_att","J. Taylor","RB","IND","PIT","2022-11-29T01:15:00Z","19.5","over","-132","undefined","null","null","under","-102","undefined","null","null"
"rush_recv_yd","J. Taylor","RB","IND","PIT","2022-11-29T01:15:00Z","108.5","over","-114","undefined","null","null","under","-118","undefined","null","null"
"rush_yd","J. Taylor","RB","IND","PIT","2022-11-29T01:15:00Z","90.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"pass_att","M. Ryan","QB","IND","PIT","2022-11-29T01:15:00Z","31.5","over","-120","undefined","null","null","under","-111","undefined","null","null"
"pass_comp","M. Ryan","QB","IND","PIT","2022-11-29T01:15:00Z","20.5","over","-108","undefined","null","null","under","-126","undefined","null","null"
"pass_int","M. Ryan","QB","IND","PIT","2022-11-29T01:15:00Z","0.5","over","-129","undefined","null","null","under","-107","undefined","null","null"
"pass_td","M. Ryan","QB","IND","PIT","2022-11-29T01:15:00Z","1.5","over","125","undefined","null","null","under","-167","undefined","null","null"
"pass_yd","M. Ryan","QB","IND","PIT","2022-11-29T01:15:00Z","233.5","over","-119","-0.026370319634703154","null","null","under","-114","-0.049703738317756874","null","null"
"recv_rec","M. Pittman Jr.","WR","IND","PIT","2022-11-29T01:15:00Z","5.5","over","-102","undefined","null","null","under","-131","undefined","null","null"
"recv_yd","M. Pittman Jr.","WR","IND","PIT","2022-11-29T01:15:00Z","67.5","over","-110","undefined","null","null","under","-123","undefined","null","null"
"recv_rec","M. Alie-Cox","TE","IND","PIT","2022-11-29T01:15:00Z","1.5","over","-105","undefined","null","null","under","-130","undefined","null","null"
"recv_yd","M. Alie-Cox","TE","IND","PIT","2022-11-29T01:15:00Z","12.5","over","-123","undefined","null","null","under","-110","undefined","null","null"
"recv_rec","P. Campbell","WR","IND","PIT","2022-11-29T01:15:00Z","3.5","over","-166","undefined","null","null","under","124","undefined","null","null"
"recv_yd","P. Campbell","WR","IND","PIT","2022-11-29T01:15:00Z","48.5","over","-112","undefined","null","null","under","-120","undefined","null","null"
"recv_rec","D. Johnson","WR","PIT","IND","2022-11-29T01:15:00Z","4.5","over","-109","undefined","null","null","under","-122","undefined","null","null"
"recv_yd","D. Johnson","WR","PIT","IND","2022-11-29T01:15:00Z","45.5","over","-114","undefined","null","null","under","-119","undefined","null","null"
"recv_rec","G. Pickens","WR","PIT","IND","2022-11-29T01:15:00Z","3.5","over","-154","undefined","null","null","under","115","undefined","null","null"
"recv_yd","G. Pickens","WR","PIT","IND","2022-11-29T01:15:00Z","42.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","G. Olszewski","WR","PIT","IND","2022-11-29T01:15:00Z","1.5","over","125","undefined","null","null","under","-167","undefined","null","null"
"recv_yd","G. Olszewski","WR","PIT","IND","2022-11-29T01:15:00Z","12.5","over","-113","undefined","null","null","under","-119","undefined","null","null"
"pass_att","K. Pickett","QB","PIT","IND","2022-11-29T01:15:00Z","31.5","over","-137","undefined","null","null","under","102","undefined","null","null"
"pass_comp","K. Pickett","QB","PIT","IND","2022-11-29T01:15:00Z","21.5","over","-101","undefined","null","null","under","-133","undefined","null","null"
"pass_int","K. Pickett","QB","PIT","IND","2022-11-29T01:15:00Z","0.5","over","-129","undefined","null","null","under","-103","undefined","null","null"
"pass_td","K. Pickett","QB","PIT","IND","2022-11-29T01:15:00Z","1.5","over","172","undefined","null","null","under","-232","undefined","null","null"
"pass_yd","K. Pickett","QB","PIT","IND","2022-11-29T01:15:00Z","217.5","over","-122","-0.03763038824324383","null","null","under","-111","-0.038039088763506534","null","null"
"rush_yd","K. Pickett","QB","PIT","IND","2022-11-29T01:15:00Z","22.5","over","-114","undefined","null","null","under","-116","undefined","null","null"
"recv_rec","N. Harris","RB","PIT","IND","2022-11-29T01:15:00Z","2.5","over","-164","undefined","null","null","under","123","undefined","null","null"
"recv_yd","N. Harris","RB","PIT","IND","2022-11-29T01:15:00Z","17.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"rush_att","N. Harris","RB","PIT","IND","2022-11-29T01:15:00Z","17.5","over","-135","undefined","null","null","under","-101","undefined","null","null"
"rush_recv_yd","N. Harris","RB","PIT","IND","2022-11-29T01:15:00Z","86.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"rush_yd","N. Harris","RB","PIT","IND","2022-11-29T01:15:00Z","64.5","over","-120","undefined","null","null","under","-113","undefined","null","null"
"recv_rec","P. Freiermuth","TE","PIT","IND","2022-11-29T01:15:00Z","4.5","over","-154","undefined","null","null","under","116","undefined","null","null"
"recv_yd","P. Freiermuth","TE","PIT","IND","2022-11-29T01:15:00Z","48.5","over","-120","undefined","null","null","under","-112","undefined","null","null"
"recv_rec","S. Sims","WR","PIT","IND","2022-11-29T01:15:00Z","1.5","over","137","undefined","null","null","under","-187","undefined","null","null"
"recv_yd","S. Sims","WR","PIT","IND","2022-11-29T01:15:00Z","9.5","over","-115","undefined","null","null","under","-115","undefined","null","null"
"recv_yd","Z. Gentry","TE","PIT","IND","2022-11-29T01:15:00Z","6.5","over","-120","undefined","null","null","under","-110","undefined","null","null"